bench,config,seed,W,H,cw,threads,place_time_s,sys_place_core_s,sys_sta_s,route_wall_s,routed_ok,wl,cpd_ns,fmax_mhz,error
sha,vtr,6,35,35,54,12,0.56,,,0.7149355411529541,True,15390,14.2796,70.0299,
sha,vtr,7,35,35,54,12,0.52,,,0.7150025367736816,True,15065,14.424,69.3289,
sha,vtr,8,35,35,54,12,0.53,,,0.7149717807769775,True,15442,13.7303,72.8317,
sha,vtr,9,35,35,54,12,0.51,,,0.7151262760162354,True,15106,13.9162,71.8588,
spam_filter_data_1_4_2,soph,0,35,35,70,1,0.054,0.0093,0.0435,1.4663939476013184,True,41485,5.68169,176.004,
spam_filter_data_1_4_2,soph,1,35,35,70,1,0.0614,0.0099,0.0501,1.2659950256347656,True,39852,5.46144,183.102,
spam_filter_data_1_4_2,soph,2,35,35,70,1,0.0508,0.0085,0.0411,1.2660119533538818,True,40905,5.47978,182.489,
spam_filter_data_1_4_2,soph,3,35,35,70,1,0.0422,0.0081,0.0329,1.2660162448883057,True,41355,5.71876,174.863,
spam_filter_data_1_4_2,soph,4,35,35,70,1,0.0492,0.0081,0.0399,1.266016960144043,True,41270,5.54284,180.413,
spam_filter_data_1_4_2,soph,5,35,35,70,1,0.0498,0.0088,0.0398,1.2658824920654297,True,40739,5.40067,185.162,
spam_filter_data_1_4_2,soph,6,35,35,70,1,0.0502,0.0089,0.04,1.265960454940796,True,41236,5.54837,180.233,
spam_filter_data_1_4_2,soph,7,35,35,70,1,0.0621,0.0099,0.0509,1.2659976482391357,True,40982,5.54426,180.367,
spam_filter_data_1_4_2,soph,8,35,35,70,1,0.0565,0.0099,0.0453,1.2659926414489746,True,41080,5.41781,184.576,
spam_filter_data_1_4_2,soph,9,35,35,70,1,0.0468,0.0081,0.0375,1.266540288925171,True,40762,5.69276,175.662,
spam_filter_data_1_4_2,vtr,0,35,35,70,12,1.34,,,1.2160861492156982,True,39575,5.45267,183.396,
spam_filter_data_1_4_2,vtr,1,35,35,70,12,1.29,,,1.266662359237671,True,39319,5.70604,175.253,
spam_filter_data_1_4_2,vtr,2,35,35,70,12,1.34,,,1.2663600444793701,True,38952,5.44429,183.679,
spam_filter_data_1_4_2,vtr,3,35,35,70,12,1.36,,,1.2166287899017334,True,38484,5.37933,185.897,
spam_filter_data_1_4_2,vtr,4,35,35,70,12,1.29,,,1.2663183212280273,True,38806,5.32489,187.797,
spam_filter_data_1_4_2,vtr,5,35,35,70,12,1.33,,,1.2662129402160645,True,39578,5.32069,187.946,
spam_filter_data_1_4_2,vtr,6,35,35,70,12,1.31,,,1.2164790630340576,True,39259,5.6986,175.482,
spam_filter_data_1_4_2,vtr,7,35,35,70,12,1.27,,,1.2660949230194092,True,39284,5.31935,187.993,
spam_filter_data_1_4_2,vtr,8,35,35,70,12,1.34,,,1.266383409500122,True,38330,5.47481,182.655,
